v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_v2,tokens,tokens_nostop,tokens_stemmed,tokens_lemmatized
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,,,,rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now for delivery tomorrow,"['rodger', 'burns', 'msg', 'we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'now', 'for', 'delivery', 'tomorrow']","['rodger', 'burns', 'msg', 'tried', 'call', 'reply', 'sms', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'delivery', 'tomorrow']","['rodger', 'burn', 'msg', 'tri', 'call', 'repli', 'sm', 'free', 'nokia', 'mobil', 'free', 'camcord', 'pleas', 'call', 'deliveri', 'tomorrow']","['rodger', 'burn', 'msg', 'tri', 'call', 'repli', 'sm', 'free', 'nokia', 'mobil', 'free', 'camcord', 'plea', 'call', 'deliveri', 'tomorrow']"
ham,WHO ARE YOU SEEING?,,,,who are you seeing,"['who', 'are', 'you', 'seeing']",['seeing'],['see'],['see']
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,,,,great i hope you like your man well endowed i am ltgt inches,"['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', 'ltgt', 'inches']","['great', 'hope', 'like', 'man', 'well', 'endowed', 'ltgt', 'inches']","['great', 'hope', 'like', 'man', 'well', 'endow', 'ltgt', 'inch']","['great', 'hope', 'like', 'man', 'well', 'endow', 'ltgt', 'inch']"
ham,No calls..messages..missed calls,,,,no callsmessagesmissed calls,"['no', 'callsmessagesmissed', 'calls']","['callsmessagesmissed', 'calls']","['callsmessagesmiss', 'call']","['callsmessagesmiss', 'call']"
ham,Didn't you get hep b immunisation in nigeria.,,,,didnt you get hep b immunisation in nigeria,"['didnt', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']","['didnt', 'get', 'hep', 'b', 'immunisation', 'nigeria']","['didnt', 'get', 'hep', 'b', 'immunis', 'nigeria']","['didnt', 'get', 'hep', 'b', 'immunis', 'nigeria']"
ham,"Fair enough, anything going on?",,,,fair enough anything going on,"['fair', 'enough', 'anything', 'going', 'on']","['fair', 'enough', 'anything', 'going']","['fair', 'enough', 'anyth', 'go']","['fair', 'enough', 'anyth', 'go']"
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",,,,yeah hopefully if tyler cant do it i could maybe ask around a bit,"['yeah', 'hopefully', 'if', 'tyler', 'cant', 'do', 'it', 'i', 'could', 'maybe', 'ask', 'around', 'a', 'bit']","['yeah', 'hopefully', 'tyler', 'cant', 'could', 'maybe', 'ask', 'around', 'bit']","['yeah', 'hope', 'tyler', 'cant', 'could', 'mayb', 'ask', 'around', 'bit']","['yeah', 'hope', 'tyler', 'cant', 'could', 'mayb', 'ask', 'around', 'bit']"
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,,,,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,"['u', 'dont', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didnt', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', 'im', 'not', 'a', 'weak', 'sucker', 'hospitals', 'are', 'for', 'weak', 'suckers']","['u', 'dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'im', 'weak', 'sucker', 'hospitals', 'weak', 'suckers']","['u', 'dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospit', 'kept', 'tell', 'mark', 'im', 'weak', 'sucker', 'hospit', 'weak', 'sucker']","['u', 'dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospit', 'kept', 'tell', 'mark', 'im', 'weak', 'sucker', 'hospit', 'weak', 'sucker']"
ham,What you thinked about me. First time you saw me in class.,,,,what you thinked about me first time you saw me in class,"['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']","['thinked', 'first', 'time', 'saw', 'class']","['think', 'first', 'time', 'saw', 'class']","['think', 'first', 'time', 'saw', 'class']"
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",,,,a gram usually runs like ltgt a half eighth is smarter though and gets you almost a whole second gram for ltgt,"['a', 'gram', 'usually', 'runs', 'like', 'ltgt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'ltgt']","['gram', 'usually', 'runs', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram', 'ltgt']","['gram', 'usual', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'ltgt']","['gram', 'usual', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'ltgt']"
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,,,,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight,"['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'hes', 'crashing', 'at', 'our', 'place', 'tonight']","['k', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'hes', 'crashing', 'place', 'tonight']","['k', 'fyi', 'x', 'ride', 'earli', 'tomorrow', 'morn', 'he', 'crash', 'place', 'tonight']","['k', 'fyi', 'x', 'ride', 'earli', 'tomorrow', 'morn', 'he', 'crash', 'place', 'tonight']"
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",,,,wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,"['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'im', 'sorry', 'i', 'didnt', 'and', 'dont', 'have', 'more', 'to', 'give', 'im', 'sorry', 'i', 'offered', 'im', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']","['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'im', 'sorry', 'didnt', 'dont', 'give', 'im', 'sorry', 'offered', 'im', 'sorry', 'room', 'embarassing']","['wow', 'never', 'realiz', 'embarass', 'accomod', 'thought', 'like', 'sinc', 'best', 'could', 'alway', 'seem', 'happi', 'cave', 'im', 'sorri', 'didnt', 'dont', 'give', 'im', 'sorri', 'offer', 'im', 'sorri', 'room', 'embarass']","['wow', 'never', 'realiz', 'embarass', 'accomod', 'thought', 'like', 'sinc', 'best', 'could', 'alway', 'seem', 'happi', 'cave', 'im', 'sorri', 'didnt', 'dont', 'give', 'im', 'sorri', 'offer', 'im', 'sorri', 'room', 'embarass']"
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,,,,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,"['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sms', 'ac', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'repli', 'end', 'sptv']","['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'repli', 'end', 'sptv']"
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,,,,do you know what mallika sherawat did yesterday find out now lturlgt,"['do', 'you', 'know', 'what', 'mallika', 'sherawat', 'did', 'yesterday', 'find', 'out', 'now', 'lturlgt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",,,,congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bxipwe pm dont miss out,"['congrats', 'year', 'special', 'cinema', 'pass', 'for', 'is', 'yours', 'call', 'now', 'c', 'suprman', 'v', 'matrix', 'starwars', 'etc', 'all', 'free', 'bxipwe', 'pm', 'dont', 'miss', 'out']","['congrats', 'year', 'special', 'cinema', 'pass', 'call', 'c', 'suprman', 'v', 'matrix', 'starwars', 'etc', 'free', 'bxipwe', 'pm', 'dont', 'miss']","['congrat', 'year', 'special', 'cinema', 'pass', 'call', 'c', 'suprman', 'v', 'matrix', 'starwar', 'etc', 'free', 'bxipw', 'pm', 'dont', 'miss']","['congrat', 'year', 'special', 'cinema', 'pas', 'call', 'c', 'suprman', 'v', 'matrix', 'starwar', 'etc', 'free', 'bxipw', 'pm', 'dont', 'miss']"
ham,"Sorry, I'll call later in meeting.",,,,sorry ill call later in meeting,"['sorry', 'ill', 'call', 'later', 'in', 'meeting']","['sorry', 'ill', 'call', 'later', 'meeting']","['sorri', 'ill', 'call', 'later', 'meet']","['sorri', 'ill', 'call', 'later', 'meet']"
ham,Tell where you reached,,,,tell where you reached,"['tell', 'where', 'you', 'reached']","['tell', 'reached']","['tell', 'reach']","['tell', 'reach']"
ham,Yes..gauti and sehwag out of odi series.,,,,yesgauti and sehwag out of odi series,"['yesgauti', 'and', 'sehwag', 'out', 'of', 'odi', 'series']","['yesgauti', 'sehwag', 'odi', 'series']","['yesgauti', 'sehwag', 'odi', 'seri']","['yesgauti', 'sehwag', 'odi', 'seri']"
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,,,,your gonna have to pick up a burger for yourself on your way home i cant even move pain is killing me,"['your', 'gonna', 'have', 'to', 'pick', 'up', 'a', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'is', 'killing', 'me']","['gonna', 'pick', 'burger', 'way', 'home', 'cant', 'even', 'move', 'pain', 'killing']","['gonna', 'pick', 'burger', 'way', 'home', 'cant', 'even', 'move', 'pain', 'kill']","['gonna', 'pick', 'burger', 'way', 'home', 'cant', 'even', 'move', 'pain', 'kill']"
ham,Ha ha ha good joke. Girls are situation seekers.,,,,ha ha ha good joke girls are situation seekers,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'are', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situat', 'seeker']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situat', 'seeker']"
ham,Its a part of checking IQ,,,,its a part of checking iq,"['its', 'a', 'part', 'of', 'checking', 'iq']","['part', 'checking', 'iq']","['part', 'check', 'iq']","['part', 'check', 'iq']"
ham,"Sorry my roommates took forever, it ok if I come by now?",,,,sorry my roommates took forever it ok if i come by now,"['sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']","['sorry', 'roommates', 'took', 'forever', 'ok', 'come']","['sorri', 'roommat', 'took', 'forev', 'ok', 'come']","['sorri', 'roommat', 'took', 'forev', 'ok', 'come']"
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,,,,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,"['ok', 'lar', 'i', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'he', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']","['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",,,,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å bonus prize call,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', 'å', 'bonus', 'prize', 'call']","['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'å', 'bonus', 'prize', 'call']","['valu', 'custom', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'award', 'å', 'bonu', 'prize', 'call']","['valu', 'custom', 'plea', 'advis', 'follow', 'recent', 'review', 'mob', 'award', 'å', 'bonu', 'prize', 'call']"
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",,,,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,"['today', 'is', 'song', 'dedicated', 'day', 'which', 'song', 'will', 'u', 'dedicate', 'for', 'me', 'send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']","['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']","['today', 'song', 'dedic', 'day', 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']","['today', 'song', 'dedic', 'day', 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",,,,urgent ur awarded a complimentary trip to eurodisinc trav acoentry or å to claim txt dis to åmorefrmmob shracomorsglsuplt ls aj,"['urgent', 'ur', 'awarded', 'a', 'complimentary', 'trip', 'to', 'eurodisinc', 'trav', 'acoentry', 'or', 'å', 'to', 'claim', 'txt', 'dis', 'to', 'åmorefrmmob', 'shracomorsglsuplt', 'ls', 'aj']","['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry', 'å', 'claim', 'txt', 'dis', 'åmorefrmmob', 'shracomorsglsuplt', 'ls', 'aj']","['urgent', 'ur', 'award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'acoentri', 'å', 'claim', 'txt', 'di', 'åmorefrmmob', 'shracomorsglsuplt', 'ls', 'aj']","['urgent', 'ur', 'award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'acoentri', 'å', 'claim', 'txt', 'di', 'åmorefrmmob', 'shracomorsglsuplt', 'l', 'aj']"
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",,,,did you hear about the new divorce barbie it comes with all of kens stuff,"['did', 'you', 'hear', 'about', 'the', 'new', 'divorce', 'barbie', 'it', 'comes', 'with', 'all', 'of', 'kens', 'stuff']","['hear', 'new', 'divorce', 'barbie', 'comes', 'kens', 'stuff']","['hear', 'new', 'divorc', 'barbi', 'come', 'ken', 'stuff']","['hear', 'new', 'divorc', 'barbi', 'come', 'ken', 'stuff']"
ham,I plane to give on this month end.,,,,i plane to give on this month end,"['i', 'plane', 'to', 'give', 'on', 'this', 'month', 'end']","['plane', 'give', 'month', 'end']","['plane', 'give', 'month', 'end']","['plane', 'give', 'month', 'end']"
ham,Wah lucky man... Then can save money... Hee...,,,,wah lucky man then can save money hee,"['wah', 'lucky', 'man', 'then', 'can', 'save', 'money', 'hee']","['wah', 'lucky', 'man', 'save', 'money', 'hee']","['wah', 'lucki', 'man', 'save', 'money', 'hee']","['wah', 'lucki', 'man', 'save', 'money', 'hee']"
ham,Finished class where are you.,,,,finished class where are you,"['finished', 'class', 'where', 'are', 'you']","['finished', 'class']","['finish', 'class']","['finish', 'class']"
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,,,,hi babe im at home now wanna do something xx,"['hi', 'babe', 'im', 'at', 'home', 'now', 'wanna', 'do', 'something', 'xx']","['hi', 'babe', 'im', 'home', 'wanna', 'something', 'xx']","['hi', 'babe', 'im', 'home', 'wanna', 'someth', 'xx']","['hi', 'babe', 'im', 'home', 'wanna', 'someth', 'xx']"
ham,K..k:)where are you?how did you performed?,,,,kkwhere are youhow did you performed,"['kkwhere', 'are', 'youhow', 'did', 'you', 'performed']","['kkwhere', 'youhow', 'performed']","['kkwhere', 'youhow', 'perform']","['kkwhere', 'youhow', 'perform']"
ham,U can call me now...,,,,u can call me now,"['u', 'can', 'call', 'me', 'now']","['u', 'call']","['u', 'call']","['u', 'call']"
ham,I am waiting machan. Call me once you free.,,,,i am waiting machan call me once you free,"['i', 'am', 'waiting', 'machan', 'call', 'me', 'once', 'you', 'free']","['waiting', 'machan', 'call', 'free']","['wait', 'machan', 'call', 'free']","['wait', 'machan', 'call', 'free']"
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,,,,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']","['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']","['that', 'cool', 'gentleman', 'treat', 'digniti', 'respect']","['that', 'cool', 'gentleman', 'treat', 'digniti', 'respect']"
ham,I like you peoples very much:) but am very shy pa.,,,,i like you peoples very much but am very shy pa,"['i', 'like', 'you', 'peoples', 'very', 'much', 'but', 'am', 'very', 'shy', 'pa']","['like', 'peoples', 'much', 'shy', 'pa']","['like', 'peopl', 'much', 'shi', 'pa']","['like', 'peopl', 'much', 'shi', 'pa']"
ham,Does not operate after  &lt;#&gt;  or what,,,,does not operate after ltgt or what,"['does', 'not', 'operate', 'after', 'ltgt', 'or', 'what']","['operate', 'ltgt']","['oper', 'ltgt']","['oper', 'ltgt']"
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,,,,its not the same here still looking for a job how much do tas earn there,"['its', 'not', 'the', 'same', 'here', 'still', 'looking', 'for', 'a', 'job', 'how', 'much', 'do', 'tas', 'earn', 'there']","['still', 'looking', 'job', 'much', 'tas', 'earn']","['still', 'look', 'job', 'much', 'ta', 'earn']","['still', 'look', 'job', 'much', 'ta', 'earn']"
